birth,death,center_index,dimension
0.6862328078962608,0.7586519487886444,178,1
0.6280187746899443,0.6376392132056431,179,0
0.3613785171583086,0.7586519487886444,179,0
0.6859806719992044,0.7586519487886444,179,1
0.6280594770793543,0.6378608352896199,180,0
0.36120382208865975,0.7586519487886444,180,0
0.6857213864564653,0.7586519487886444,180,1
0.6280888173855994,0.638076526526335,181,0
0.3610388312408548,0.7586519487886444,181,0
0.685455125532188,0.7586519487886444,181,1
0.6281067550206065,0.6382860452581928,182,0
0.3608837208580805,0.7586519487886444,182,0
0.6851823229351077,0.7586519487886444,182,1
0.62811328709605,0.6384869514360346,183,0
0.3607386568552672,0.7586519487886444,183,0
0.6849030818475146,0.7586519487886444,183,1
0.6281084097174005,0.638679055008196,184,0
0.36060379459984027,0.7586519487886444,184,0
0.6846176411905751,0.7586519487886444,184,1
0.6280921319153023,0.6388621744152503,185,0
0.3604792787054734,0.7586519487886444,185,0
0.6843264037584578,0.7586519487886444,185,1
0.6280644756199729,0.6390361367389528,186,0
0.3603652428393,0.7586519487886444,186,0
0.6840295659519118,0.7586519487886444,186,1
0.6280254756244025,0.6392007778435606,187,0
0.36026180954301723,0.7586519487886444,187,0
0.6837273597024782,0.7586519487886444,187,1
0.6279751795363818,0.6393559425094985,188,0
0.360169090068285,0.7586519487886444,188,0
0.6834200782266631,0.7586519487886444,188,1
0.6279136477193878,0.6395051292137139,189,0
0.36008718422680047,0.7586519487886444,189,0
0.6831081604621999,0.7586519487886444,189,1
0.6278409532223603,0.6396450719700978,190,0
0.3600161802553873,0.7586519487886444,190,0
0.6827917542268609,0.7586519487886444,190,1
0.6277571816984023,0.6397751804362417,191,0
0.3599520002853598,0.7586519487886444,191,0
0.6824711657517193,0.7586519487886444,191,1
0.6276624313124374,0.6398953322467246,192,0
0.35989750403740783,0.7586519487886444,192,0
0.6821467057472148,0.7586519487886444,192,1
0.6275568126378598,0.6400054144654078,193,0
0.3598540789670511,0.7586519487886444,193,0
0.681818707770367,0.7586519487886444,193,1
0.627440446672613,0.6401063859418119,194,0
0.3598217719444016,0.7586519487886444,194,0
0.6814875505170177,0.7586519487886444,194,1
0.627313427151739,0.6401997133002417,195,0
0.359800617850815,0.7586519487886444,195,0
0.6811534676589711,0.7586519487886444,195,1
0.6271759344966125,0.6402827186885898,196,0
0.35979063953124946,0.7586519487886444,196,0
0.6808167848328294,0.7586519487886444,196,1
0.6270281270249555,0.6403553242190846,197,0
0.3597918477630383,0.7586519487886444,197,0
0.680477830692486,0.7586519487886444,197,1
0.6268701747974156,0.640417461787015,198,0
0.3598042412411515,0.7586519487886444,198,0
0.6801369366000403,0.7586519487886444,198,1
0.626702259449499,0.6404713104555773,199,0
0.35982780657998076,0.7586519487886444,199,0
0.6797944363122751,0.7586519487886444,199,1
